month_date_yyyymm,county_fips,county_name,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,pending_listing_count,median_square_feet,total_listing_count,median_listing_price
202508,01083,"limestone, al",843,78.0,272,24,312.0,341.0,2444.0,1192,421400.0
202508,01035,"conecuh, al",34,69.0,12,0,12.0,8.0,1998.0,42,205000.0
202508,01001,"autauga, al",119,47.0,72,0,52.0,87.0,2394.0,201,362400.0
202508,01049,"dekalb, al",198,80.0,52,0,60.0,62.0,1794.0,259,298500.0
202508,01051,"elmore, al",260,63.0,116,4,108.0,137.0,2172.0,395,372062.0
202508,01045,"dale, al",130,60.0,48,0,44.0,59.0,1876.0,189,234900.0
202508,01059,"franklin, al",75,52.0,24,0,16.0,17.0,2019.0,89,249900.0
202508,01077,"lauderdale, al",353,54.0,128,4,132.0,127.0,1972.0,477,339900.0
202508,01041,"crenshaw, al",31,54.0,12,0,4.0,6.0,1850.0,37,199900.0
202508,01089,"madison, al",1977,67.0,660,44,748.0,874.0,2231.0,2834,363445.0
202508,01099,"monroe, al",71,84.0,16,0,12.0,5.0,2022.0,74,200950.0
202508,01037,"coosa, al",27,53.0,12,0,4.0,8.0,1900.0,36,325000.0
202508,01019,"cherokee, al",142,88.0,32,0,20.0,31.0,1764.0,172,387450.0
202508,01047,"dallas, al",105,84.0,16,0,20.0,33.0,1936.0,139,148750.0
202508,01107,"pickens, al",38,63.0,8,0,12.0,10.0,1955.0,47,185000.0
202508,01033,"colbert, al",259,57.0,92,0,80.0,89.0,1950.0,343,259225.0
202508,01115,"st. clair, al",350,60.0,156,12,132.0,231.0,2131.0,577,362500.0
202508,01103,"morgan, al",456,60.0,140,0,184.0,173.0,2000.0,625,299000.0
202508,01009,"blount, al",174,53.0,68,0,64.0,59.0,1988.0,235,299900.0
202507,01127,"walker, al",168,65.0,56,0,50.0,60.0,2006.0,225,251700.0
202507,01055,"etowah, al",362,54.0,104,2,150.0,114.0,1997.0,479,267675.0
202507,01047,"dallas, al",110,84.0,20,0,12.0,28.0,1932.0,137,149900.0
202507,01101,"montgomery, al",922,69.0,304,10,304.0,370.0,2003.0,1298,240750.0
202507,01015,"calhoun, al",318,50.0,176,2,104.0,128.0,1822.0,445,219850.0
202507,01059,"franklin, al",64,53.0,26,0,6.0,22.0,1998.0,86,249900.0
202507,01045,"dale, al",137,57.0,60,0,40.0,53.0,1827.0,188,234900.0
202507,01011,"bullock, al",11,118.0,4,0,2.0,2.0,1908.0,13,334725.0
202507,01087,"macon, al",42,80.0,6,0,12.0,4.0,1800.0,46,135000.0
202507,01035,"conecuh, al",31,93.0,8,0,10.0,9.0,1964.0,39,200500.0
202507,01013,"butler, al",39,63.0,12,0,10.0,12.0,2162.0,51,253750.0
202507,01057,"fayette, al",47,61.0,12,0,12.0,21.0,1886.0,66,243575.0
202507,01099,"monroe, al",67,77.0,20,0,12.0,8.0,2148.0,75,220000.0
202507,01039,"covington, al",165,81.0,46,0,42.0,30.0,2107.0,194,268700.0
202507,01037,"coosa, al",26,92.0,4,0,6.0,3.0,1866.0,29,318675.0
202507,01131,"wilcox, al",21,97.0,6,0,0.0,4.0,2628.0,24,307875.0
202507,01075,"lamar, al",13,53.0,4,0,6.0,3.0,1923.0,17,150500.0
202507,01133,"winston, al",157,101.0,24,0,32.0,32.0,2272.0,186,644475.0
202507,01007,"bibb, al",36,77.0,10,0,12.0,11.0,2040.0,47,269900.0
202507,01051,"elmore, al",264,51.0,96,0,96.0,149.0,2168.0,415,373512.0
202507,01021,"chilton, al",134,75.0,44,0,46.0,52.0,1818.0,183,267500.0
202507,01111,"randolph, al",114,64.0,26,0,42.0,29.0,2282.0,141,391725.0
202507,01089,"madison, al",1956,65.0,684,70,738.0,874.0,2255.0,2822,369500.0
202507,01023,"choctaw, al",16,101.0,2,0,0.0,1.0,2382.0,17,175000.0
202507,01053,"escambia, al",99,77.0,22,0,28.0,33.0,1836.0,132,240950.0
202507,01049,"dekalb, al",212,66.0,64,0,66.0,56.0,1794.0,267,290600.0
202507,01041,"crenshaw, al",25,52.0,6,0,4.0,4.0,2047.0,28,252450.0
202507,01009,"blount, al",162,61.0,62,0,56.0,70.0,1796.0,229,274900.0
202507,01091,"marengo, al",33,109.0,6,0,6.0,11.0,1938.0,42,170700.0
202507,01073,"jefferson, al",2360,55.0,1104,34,906.0,1321.0,1707.0,3679,256949.0
202507,01033,"colbert, al",241,64.0,108,2,84.0,83.0,2009.0,319,268650.0
202507,01079,"lawrence, al",71,77.0,20,0,26.0,24.0,1623.0,93,224900.0
202507,01043,"cullman, al",438,76.0,112,6,128.0,140.0,1933.0,572,314950.0
202507,01027,"clay, al",22,101.0,4,0,12.0,6.0,2200.0,29,255000.0
202507,01017,"chambers, al",69,64.0,28,2,30.0,40.0,1596.0,107,233700.0
202507,01031,"coffee, al",215,67.0,70,4,88.0,93.0,2072.0,303,317250.0
202507,01019,"cherokee, al",150,84.0,30,4,36.0,33.0,1740.0,183,381500.0
202507,01077,"lauderdale, al",329,62.0,134,0,114.0,121.0,2014.0,447,343063.0
202507,01085,"lowndes, al",15,62.0,4,0,4.0,4.0,2124.0,18,220000.0
202507,01081,"lee, al",781,53.0,316,28,280.0,147.0,2117.0,928,413200.0
202507,01029,"cleburne, al",23,104.0,12,0,4.0,10.0,1942.0,34,291750.0
202507,01005,"barbour, al",105,73.0,24,0,28.0,7.0,2013.0,111,284700.0
202507,01125,"tuscaloosa, al",625,52.0,324,16,174.0,372.0,1939.0,1001,342425.0
202507,01095,"marshall, al",430,69.0,104,4,174.0,131.0,2046.0,561,359450.0
202507,01109,"pike, al",114,76.0,36,0,26.0,8.0,1845.0,120,245000.0
202507,01083,"limestone, al",842,72.0,210,30,292.0,347.0,2449.0,1190,424784.0
202507,01067,"henry, al",87,55.0,24,0,16.0,26.0,2087.0,113,375000.0
202507,01093,"marion, al",86,71.0,28,0,18.0,14.0,1847.0,98,219575.0
202507,01061,"geneva, al",53,50.0,24,0,26.0,16.0,1968.0,69,226500.0
202507,01123,"tallapoosa, al",305,83.0,84,10,64.0,47.0,1839.0,348,556000.0
202507,01115,"st. clair, al",344,66.0,150,22,124.0,228.0,2143.0,569,369900.0
202507,01105,"perry, al",18,73.0,0,0,4.0,1.0,2169.0,20,137400.0
202507,01001,"autauga, al",108,45.0,70,0,46.0,96.0,2235.0,199,348200.0
202507,01103,"morgan, al",455,57.0,162,4,182.0,180.0,1998.0,633,299000.0
202507,01117,"shelby, al",968,54.0,398,20,362.0,578.0,2357.0,1547,415000.0
202507,01069,"houston, al",341,54.0,130,2,164.0,153.0,2011.0,489,279900.0
202507,01003,"baldwin, al",3198,85.0,676,32,904.0,874.0,1769.0,4069,519450.0
202507,01113,"russell, al",142,45.0,80,2,34.0,101.0,1789.0,240,253950.0
202507,01107,"pickens, al",28,80.0,12,0,8.0,6.0,1656.0,34,158350.0
202507,01071,"jackson, al",165,76.0,42,0,54.0,42.0,2018.0,207,316975.0
202507,01129,"washington, al",24,71.0,4,0,6.0,8.0,2429.0,32,327500.0
202507,01065,"hale, al",28,82.0,8,0,4.0,17.0,2060.0,45,234900.0
202507,01121,"talladega, al",259,74.0,74,6,90.0,132.0,1928.0,391,248450.0
202507,01025,"clarke, al",75,100.0,20,0,4.0,12.0,2227.0,87,256573.0
202507,01097,"mobile, al",1414,64.0,518,14,480.0,559.0,1836.0,1969,275812.0
202507,01119,"sumter, al",14,60.0,2,0,2.0,6.0,1838.0,20,88750.0
202506,01133,"winston, al",168,81.0,28,0,62.0,25.0,2269.0,191,646725.0
202506,01055,"etowah, al",339,59.0,136,0,144.0,105.0,2018.0,444,268200.0
202506,01103,"morgan, al",426,56.0,172,8,160.0,185.0,2053.0,609,308225.0
202506,01025,"clarke, al",76,100.0,16,0,12.0,10.0,2204.0,85,245000.0
202506,01003,"baldwin, al",3251,77.0,798,52,1038.0,866.0,1757.0,4113,516000.0
202506,01077,"lauderdale, al",305,54.0,134,0,96.0,134.0,2030.0,437,354975.0
202506,01123,"tallapoosa, al",287,73.0,68,0,68.0,41.0,1896.0,327,549000.0
202506,01009,"blount, al",164,53.0,52,0,66.0,62.0,1741.0,226,262500.0
202506,01069,"houston, al",324,52.0,152,0,146.0,150.0,1998.0,473,278325.0
202506,01073,"jefferson, al",2282,52.0,978,26,888.0,1395.0,1702.0,3683,249900.0
202506,01105,"perry, al",16,83.0,6,0,0.0,1.0,2398.0,16,99000.0
202506,01023,"choctaw, al",16,74.0,0,0,2.0,3.0,2477.0,19,175000.0
202506,01097,"mobile, al",1383,63.0,590,8,492.0,188.0,1842.0,1576,277000.0
202506,01007,"bibb, al",32,62.0,10,0,8.0,17.0,1886.0,49,264900.0
202506,01093,"marion, al",83,70.0,20,0,18.0,20.0,1860.0,102,230725.0
202506,01045,"dale, al",132,64.0,46,0,32.0,55.0,1751.0,187,230475.0
202506,01099,"monroe, al",54,60.0,24,0,12.0,6.0,2136.0,59,209925.0
202506,01107,"pickens, al",29,87.0,4,0,6.0,7.0,1931.0,35,145925.0
202506,01037,"coosa, al",22,97.0,4,0,6.0,5.0,1899.0,27,307425.0
202506,01027,"clay, al",21,109.0,14,0,2.0,4.0,2325.0,25,276950.0
202506,01101,"montgomery, al",871,58.0,294,14,294.0,418.0,2007.0,1292,237500.0
202506,01083,"limestone, al",831,64.0,266,28,314.0,353.0,2420.0,1182,422425.0
202506,01125,"tuscaloosa, al",604,60.0,302,20,186.0,391.0,1873.0,992,335000.0
202506,01049,"dekalb, al",208,63.0,70,0,82.0,60.0,1813.0,266,289250.0
202506,01017,"chambers, al",73,51.0,40,0,52.0,41.0,1622.0,115,240125.0
202506,01043,"cullman, al",439,69.0,114,4,134.0,136.0,1928.0,575,314225.0
202506,01081,"lee, al",768,50.0,368,44,250.0,155.0,2185.0,920,425900.0
202506,01031,"coffee, al",219,54.0,94,0,102.0,94.0,2076.0,310,314725.0
202506,01029,"cleburne, al",22,91.0,8,0,6.0,8.0,2055.0,29,298875.0
202506,01129,"washington, al",27,83.0,14,0,6.0,5.0,2310.0,31,339000.0
202506,01061,"geneva, al",58,50.0,20,0,20.0,25.0,1748.0,83,215400.0
202506,01013,"butler, al",34,64.0,12,0,10.0,11.0,2268.0,44,245000.0
202506,01085,"lowndes, al",16,54.0,4,0,6.0,2.0,2352.0,18,225000.0
202506,01119,"sumter, al",13,55.0,6,0,4.0,5.0,1825.0,18,101125.0
202506,01095,"marshall, al",429,66.0,132,4,140.0,121.0,2036.0,550,362400.0
202506,01121,"talladega, al",278,67.0,88,0,98.0,124.0,1894.0,398,251175.0
202506,01053,"escambia, al",97,63.0,32,0,24.0,25.0,1850.0,123,244975.0
202506,01067,"henry, al",89,52.0,34,2,26.0,28.0,1911.0,116,331075.0
202506,01113,"russell, al",134,40.0,82,4,40.0,101.0,1806.0,231,255625.0
202506,01075,"lamar, al",13,65.0,2,0,4.0,5.0,1992.0,17,189450.0
202506,01071,"jackson, al",161,78.0,42,2,42.0,37.0,1994.0,199,305745.0
202506,01115,"st. clair, al",339,64.0,118,14,120.0,240.0,2119.0,577,368888.0
202506,01057,"fayette, al",57,63.0,14,0,14.0,20.0,1909.0,77,203650.0
202506,01033,"colbert, al",231,58.0,70,0,76.0,95.0,2005.0,323,276850.0
202506,01051,"elmore, al",269,54.0,134,2,76.0,154.0,2171.0,423,365450.0
202506,01041,"crenshaw, al",21,46.0,10,0,0.0,2.0,2017.0,23,231225.0
202506,01011,"bullock, al",12,91.0,2,0,4.0,1.0,2000.0,13,252500.0
202506,01111,"randolph, al",111,64.0,30,0,40.0,34.0,2175.0,144,374948.0
202506,01109,"pike, al",115,66.0,34,0,30.0,10.0,1814.0,124,238000.0
202506,01001,"autauga, al",114,44.0,80,0,54.0,112.0,2194.0,223,346450.0
202506,01059,"franklin, al",60,56.0,22,0,16.0,17.0,2044.0,75,249900.0
202506,01015,"calhoun, al",276,58.0,126,0,104.0,128.0,1802.0,403,224950.0
202506,01047,"dallas, al",105,89.0,30,0,24.0,29.0,1917.0,133,149900.0
202506,01127,"walker, al",156,72.0,56,0,56.0,60.0,2091.0,214,257350.0
202506,01087,"macon, al",31,110.0,8,0,2.0,8.0,1925.0,39,145000.0
202506,01065,"hale, al",30,72.0,6,0,6.0,21.0,2060.0,50,209900.0
202506,01019,"cherokee, al",157,75.0,32,0,32.0,27.0,1668.0,184,359450.0
202506,01131,"wilcox, al",17,118.0,8,0,4.0,4.0,2648.0,21,325625.0
202506,01021,"chilton, al",133,76.0,42,0,34.0,46.0,1865.0,178,271175.0
202506,01039,"covington, al",161,81.0,54,2,32.0,27.0,2073.0,186,269500.0
202506,01079,"lawrence, al",70,81.0,24,0,30.0,22.0,1669.0,91,213750.0
202506,01035,"conecuh, al",28,120.0,14,0,10.0,10.0,1946.0,37,199250.0
202506,01117,"shelby, al",918,51.0,496,20,328.0,581.0,2351.0,1507,425000.0
202506,01089,"madison, al",1946,64.0,744,70,790.0,895.0,2248.0,2848,369900.0
202506,01091,"marengo, al",31,105.0,6,0,18.0,9.0,2006.0,40,188750.0
202506,01005,"barbour, al",96,82.0,18,0,30.0,6.0,1876.0,101,297475.0
202505,01039,"covington, al",159,74.0,36,0,36.0,20.0,2063.0,179,272450.0
202505,01079,"lawrence, al",65,71.0,20,0,20.0,20.0,1573.0,85,219900.0
202505,01105,"perry, al",15,66.0,0,0,0.0,1.0,1841.0,16,98500.0
202505,01099,"monroe, al",55,55.0,16,0,12.0,2.0,2087.0,58,187000.0
202505,01027,"clay, al",18,111.0,0,0,0.0,9.0,2200.0,27,272000.0
202505,01019,"cherokee, al",153,73.0,28,0,40.0,26.0,1710.0,179,392450.0
202505,01003,"baldwin, al",3225,68.0,872,48,924.0,912.0,1758.0,4115,525000.0
202505,01083,"limestone, al",803,58.0,256,16,252.0,367.0,2425.0,1164,422400.0
202505,01023,"choctaw, al",17,42.0,4,0,4.0,3.0,2500.0,20,175000.0
202505,01069,"houston, al",313,54.0,144,0,124.0,146.0,1969.0,459,274699.0
202505,01067,"henry, al",86,71.0,20,0,20.0,37.0,1870.0,121,319500.0
202505,01093,"marion, al",76,71.0,16,0,20.0,23.0,1863.0,100,230000.0
202505,01061,"geneva, al",57,74.0,16,0,32.0,23.0,1560.0,81,199900.0
202505,01115,"st. clair, al",329,55.0,112,8,132.0,226.0,2055.0,552,350000.0
202505,01059,"franklin, al",51,72.0,20,0,12.0,16.0,2131.0,68,249900.0
202505,01013,"butler, al",34,74.0,12,0,4.0,12.0,1985.0,44,160000.0
202505,01089,"madison, al",1868,57.0,716,72,724.0,943.0,2234.0,2809,369900.0
202505,01055,"etowah, al",293,57.0,120,0,108.0,127.0,2020.0,419,277000.0
202505,01021,"chilton, al",118,68.0,36,0,28.0,60.0,1865.0,176,274900.0
202505,01101,"montgomery, al",805,58.0,348,8,224.0,433.0,1980.0,1256,239000.0
202505,01033,"colbert, al",221,62.0,88,0,80.0,104.0,2026.0,323,289945.0
202505,01113,"russell, al",119,45.0,88,4,36.0,106.0,1762.0,226,254900.0
202505,01035,"conecuh, al",31,95.0,4,0,8.0,7.0,1936.0,38,199450.0
202505,01051,"elmore, al",262,50.0,128,4,84.0,173.0,2162.0,437,369900.0
202505,01085,"lowndes, al",12,36.0,4,0,4.0,4.0,2122.0,16,237500.0
202505,01117,"shelby, al",879,49.0,432,16,288.0,578.0,2340.0,1452,424900.0
202505,01015,"calhoun, al",264,59.0,132,0,96.0,127.0,1833.0,394,224950.0
202505,01007,"bibb, al",34,50.0,16,0,12.0,11.0,1886.0,46,259450.0
202505,01087,"macon, al",32,84.0,12,0,4.0,9.0,1850.0,40,145000.0
202505,01129,"washington, al",27,76.0,0,0,4.0,4.0,2500.0,30,329000.0
202505,01127,"walker, al",151,66.0,40,0,40.0,64.0,2016.0,214,255000.0
202505,01091,"marengo, al",33,92.0,8,0,4.0,7.0,2078.0,41,195000.0
202505,01057,"fayette, al",55,63.0,20,0,12.0,23.0,1909.0,79,206500.0
202505,01095,"marshall, al",406,66.0,116,4,116.0,127.0,1998.0,533,366075.0
202505,01029,"cleburne, al",25,73.0,4,0,4.0,5.0,1872.0,30,299000.0
202505,01081,"lee, al",774,47.0,424,12,200.0,162.0,2250.0,933,425000.0
202505,01125,"tuscaloosa, al",589,57.0,268,8,148.0,410.0,1893.0,995,335000.0
202505,01017,"chambers, al",76,54.0,40,0,40.0,34.0,1590.0,111,265000.0
202505,01045,"dale, al",128,51.0,52,4,32.0,59.0,1823.0,184,231000.0
202505,01097,"mobile, al",1379,58.0,560,12,492.0,165.0,1825.0,1547,274900.0
202505,01041,"crenshaw, al",18,75.0,8,0,8.0,2.0,1936.0,20,149999.0
202505,01123,"tallapoosa, al",281,59.0,68,0,76.0,44.0,1952.0,325,559900.0
202505,01073,"jefferson, al",2226,50.0,1036,28,888.0,1441.0,1688.0,3673,248500.0
202505,01025,"clarke, al",73,91.0,20,0,8.0,8.0,2054.0,81,220000.0
202505,01031,"coffee, al",216,46.0,100,0,84.0,90.0,2081.0,307,299775.0
202505,01005,"barbour, al",90,86.0,28,0,16.0,9.0,1974.0,99,293500.0
202505,01077,"lauderdale, al",303,54.0,124,4,116.0,128.0,1978.0,435,349550.0
202505,01037,"coosa, al",23,71.0,0,0,8.0,6.0,1941.0,28,407450.0
202505,01111,"randolph, al",96,59.0,48,0,36.0,32.0,2228.0,124,392450.0
202505,01065,"hale, al",32,54.0,8,4,4.0,18.0,2046.0,50,212400.0
202505,01075,"lamar, al",12,78.0,4,0,4.0,5.0,1960.0,17,182000.0
202505,01011,"bullock, al",12,68.0,0,0,4.0,1.0,1798.0,13,222500.0
202505,01103,"morgan, al",404,57.0,160,8,168.0,204.0,2037.0,610,314950.0
202505,01119,"sumter, al",9,66.0,4,0,0.0,5.0,2049.0,13,122250.0
202505,01043,"cullman, al",442,63.0,132,4,144.0,133.0,1900.0,573,309900.0
202505,01071,"jackson, al",155,68.0,48,4,40.0,43.0,1989.0,196,319000.0
202505,01053,"escambia, al",95,65.0,28,0,24.0,24.0,1812.0,119,242000.0
202505,01001,"autauga, al",106,37.0,84,4,32.0,116.0,2224.0,224,339000.0
202505,01107,"pickens, al",23,72.0,8,0,4.0,5.0,1724.0,29,134900.0
202505,01109,"pike, al",123,74.0,32,0,24.0,9.0,1739.0,134,227360.0
202505,01049,"dekalb, al",195,64.0,76,0,56.0,63.0,1781.0,253,289000.0
202505,01009,"blount, al",160,56.0,72,0,56.0,64.0,1872.0,221,277000.0
202505,01131,"wilcox, al",18,97.0,4,0,4.0,2.0,2558.0,20,299948.0
202505,01133,"winston, al",167,66.0,28,0,36.0,24.0,2239.0,191,639000.0
202505,01047,"dallas, al",99,96.0,20,0,16.0,30.0,1767.0,130,120000.0
202505,01121,"talladega, al",270,65.0,72,4,76.0,122.0,1869.0,385,249950.0
202504,01097,"mobile, al",1337,58.0,588,8,486.0,171.0,1806.0,1506,269900.0
202504,01007,"bibb, al",24,55.0,14,0,8.0,11.0,2160.0,35,274125.0
202504,01073,"jefferson, al",2203,47.0,1084,32,762.0,1476.0,1675.0,3668,239950.0
202504,01013,"butler, al",34,69.0,6,0,6.0,15.0,1837.0,47,196250.0
202504,01103,"morgan, al",421,63.0,168,0,166.0,185.0,1996.0,604,298861.0
202504,01039,"covington, al",156,74.0,42,0,44.0,19.0,2067.0,176,256375.0
202504,01051,"elmore, al",262,44.0,152,6,78.0,165.0,2156.0,426,349925.0
202504,01031,"coffee, al",189,59.0,92,2,52.0,90.0,2096.0,278,323500.0
202504,01067,"henry, al",85,79.0,22,0,22.0,23.0,1874.0,108,352500.0
202504,01107,"pickens, al",25,79.0,2,0,8.0,9.0,1686.0,33,124925.0
202504,01021,"chilton, al",131,72.0,48,0,46.0,52.0,1871.0,181,271700.0
202504,01059,"franklin, al",49,69.0,12,0,12.0,26.0,1942.0,74,251475.0
202504,01045,"dale, al",129,52.0,56,0,42.0,60.0,1903.0,189,239450.0
202504,01071,"jackson, al",147,68.0,44,0,48.0,42.0,1927.0,187,299225.0
202504,01121,"talladega, al",279,62.0,96,4,92.0,122.0,1835.0,400,239400.0
202504,01027,"clay, al",22,78.0,2,0,2.0,9.0,2213.0,30,312997.0
202504,01111,"randolph, al",85,55.0,30,0,26.0,26.0,2332.0,112,364750.0
202504,01015,"calhoun, al",257,57.0,124,4,70.0,124.0,1852.0,380,229950.0
202504,01053,"escambia, al",90,82.0,24,0,22.0,25.0,1805.0,115,224500.0
202504,01077,"lauderdale, al",292,61.0,116,0,104.0,155.0,1940.0,444,320825.0
202504,01019,"cherokee, al",145,77.0,34,0,38.0,30.0,1769.0,175,390850.0
202504,01083,"limestone, al",761,55.0,352,44,252.0,375.0,2418.0,1135,419450.0
202504,01117,"shelby, al",856,50.0,492,34,286.0,583.0,2308.0,1439,425675.0
202504,01035,"conecuh, al",31,73.0,6,0,4.0,11.0,1827.0,41,203700.0
202504,01055,"etowah, al",305,51.0,106,2,118.0,134.0,2021.0,434,265675.0
202504,01001,"autauga, al",97,37.0,80,0,20.0,122.0,2208.0,216,336000.0
202504,01127,"walker, al",171,70.0,44,0,54.0,68.0,2048.0,236,266250.0
202504,01087,"macon, al",34,63.0,4,0,2.0,6.0,1783.0,40,148750.0
202504,01029,"cleburne, al",24,59.0,12,0,4.0,12.0,2220.0,34,300000.0
202504,01061,"geneva, al",55,66.0,20,0,22.0,36.0,1538.0,89,204725.0
202504,01101,"montgomery, al",751,63.0,332,26,210.0,436.0,1939.0,1187,229450.0
202504,01125,"tuscaloosa, al",614,49.0,286,2,176.0,429.0,1829.0,1032,329975.0
202504,01085,"lowndes, al",10,32.0,8,0,0.0,4.0,2871.0,15,290000.0
202504,01047,"dallas, al",102,94.0,22,0,18.0,35.0,1773.0,136,120725.0
202504,01119,"sumter, al",10,132.0,0,0,0.0,2.0,1950.0,13,135000.0
202504,01033,"colbert, al",214,72.0,80,0,54.0,98.0,1989.0,315,274925.0
202504,01017,"chambers, al",79,60.0,22,0,26.0,30.0,1616.0,109,272898.0
202504,01105,"perry, al",16,74.0,2,0,0.0,2.0,1648.0,18,116750.0
202504,01005,"barbour, al",76,97.0,20,0,10.0,11.0,2031.0,87,302100.0
202504,01091,"marengo, al",36,89.0,4,0,6.0,6.0,1932.0,42,153750.0
202504,01025,"clarke, al",72,111.0,18,0,10.0,12.0,2066.0,83,207750.0
202504,01065,"hale, al",23,67.0,12,0,8.0,18.0,1633.0,40,212400.0
202504,01093,"marion, al",77,70.0,26,0,12.0,24.0,1854.0,101,212450.0
202504,01095,"marshall, al",381,64.0,142,6,134.0,126.0,1985.0,508,367700.0
202504,01043,"cullman, al",436,54.0,138,4,118.0,146.0,1861.0,576,299900.0
202504,01003,"baldwin, al",3087,64.0,902,66,964.0,932.0,1731.0,4015,515000.0
202504,01041,"crenshaw, al",20,80.0,12,0,6.0,7.0,1812.0,27,157475.0
202504,01115,"st. clair, al",339,49.0,172,10,98.0,224.0,2005.0,560,344925.0
202504,01123,"tallapoosa, al",255,63.0,84,4,60.0,30.0,1860.0,285,507450.0
202504,01081,"lee, al",753,50.0,356,50,212.0,134.0,2201.0,881,419925.0
202504,01075,"lamar, al",14,54.0,2,0,4.0,4.0,1721.0,17,144675.0
202504,01037,"coosa, al",23,67.0,10,0,6.0,4.0,1892.0,26,278675.0
202504,01131,"wilcox, al",16,78.0,4,0,0.0,1.0,2603.0,16,299225.0
202504,01113,"russell, al",109,42.0,74,0,42.0,89.0,1766.0,197,245748.0
202504,01057,"fayette, al",55,65.0,16,0,16.0,20.0,1928.0,73,206725.0
202504,01079,"lawrence, al",60,57.0,18,0,22.0,30.0,1619.0,90,221175.0
202504,01133,"winston, al",156,52.0,48,0,40.0,21.0,2229.0,176,632475.0
202504,01109,"pike, al",123,81.0,42,0,16.0,10.0,1718.0,132,225360.0
202504,01011,"bullock, al",11,56.0,0,0,2.0,1.0,1740.0,12,202500.0
202504,01049,"dekalb, al",174,60.0,62,0,56.0,52.0,1836.0,224,289225.0
202504,01009,"blount, al",148,52.0,66,0,56.0,53.0,1838.0,201,269675.0
202504,01089,"madison, al",1801,57.0,848,62,674.0,941.0,2211.0,2739,365000.0
202504,01069,"houston, al",305,58.0,144,2,104.0,159.0,1965.0,459,269950.0
202504,01099,"monroe, al",55,89.0,14,0,8.0,6.0,1907.0,61,172500.0
202504,01023,"choctaw, al",16,30.0,6,0,2.0,1.0,2430.0,17,175000.0
202504,01063,"greene, al",9,115.0,0,0,4.0,2.0,2047.0,10,285200.0
202504,01129,"washington, al",27,68.0,8,0,6.0,3.0,2199.0,30,270000.0
202503,01077,"lauderdale, al",309,63.0,112,0,96.0,142.0,1888.0,447,291450.0
202503,01063,"greene, al",7,145.0,0,0,0.0,3.0,1532.0,10,291400.0
202503,01073,"jefferson, al",2080,51.0,1064,56,748.0,1257.0,1636.0,3336,230000.0
202503,01051,"elmore, al",238,52.0,140,4,68.0,126.0,2077.0,362,342400.0
202503,01021,"chilton, al",132,97.0,28,0,28.0,44.0,1801.0,176,259950.0
202503,01009,"blount, al",141,63.0,52,0,40.0,51.0,1765.0,192,264950.0
202503,01041,"crenshaw, al",22,111.0,8,0,4.0,3.0,1950.0,26,164900.0
202503,01117,"shelby, al",828,51.0,412,32,260.0,533.0,2260.0,1357,410000.0
202503,01065,"hale, al",22,77.0,8,0,4.0,19.0,1878.0,40,214900.0
202503,01119,"sumter, al",10,112.0,4,0,0.0,3.0,1935.0,13,142250.0
202503,01015,"calhoun, al",268,55.0,104,0,76.0,111.0,1901.0,379,229900.0
202503,01083,"limestone, al",737,78.0,244,52,248.0,334.0,2402.0,1076,415000.0
202503,01025,"clarke, al",79,128.0,24,0,16.0,10.0,2035.0,88,195900.0
202503,01039,"covington, al",158,73.0,44,0,48.0,23.0,2058.0,179,249950.0
202503,01133,"winston, al",137,53.0,44,0,28.0,24.0,2300.0,164,615000.0
202503,01081,"lee, al",713,52.0,332,84,180.0,144.0,2182.0,851,419900.0
202503,01019,"cherokee, al",136,90.0,40,0,28.0,29.0,1800.0,164,389250.0
202503,01121,"talladega, al",271,68.0,96,4,72.0,134.0,1760.0,405,234900.0
202503,01099,"monroe, al",56,94.0,20,0,12.0,6.0,2065.0,62,179000.0
202503,01033,"colbert, al",236,88.0,80,0,76.0,87.0,1932.0,318,279900.0
202503,01067,"henry, al",81,85.0,16,0,20.0,21.0,1903.0,104,357400.0
202503,01013,"butler, al",31,57.0,8,0,12.0,12.0,1781.0,39,180000.0
202503,01093,"marion, al",79,77.0,20,0,24.0,23.0,1861.0,100,219950.0
202503,01053,"escambia, al",90,96.0,24,0,20.0,25.0,1771.0,117,219000.0
202503,01047,"dallas, al",104,88.0,24,0,20.0,32.0,1749.0,137,108000.0
202503,01001,"autauga, al",97,46.0,84,0,24.0,113.0,2339.0,208,349900.0
202503,01075,"lamar, al",17,38.0,8,0,4.0,4.0,1861.0,20,179950.0
202503,01105,"perry, al",12,93.0,4,0,0.0,3.0,1863.0,16,144900.0
202503,01091,"marengo, al",36,81.0,4,0,4.0,5.0,1973.0,40,158000.0
202503,01107,"pickens, al",26,102.0,12,0,4.0,9.0,1897.0,34,139900.0
202503,01027,"clay, al",23,53.0,4,0,8.0,11.0,2100.0,34,289000.0
202503,01049,"dekalb, al",163,61.0,48,0,44.0,55.0,1822.0,218,279000.0
202503,01125,"tuscaloosa, al",607,49.0,308,16,152.0,385.0,1774.0,991,327450.0
202503,01087,"macon, al",36,53.0,4,0,4.0,6.0,1699.0,43,179900.0
202503,01131,"wilcox, al",17,62.0,0,0,0.0,1.0,2626.0,19,299000.0
202503,01011,"bullock, al",9,71.0,4,0,0.0,1.0,1885.0,11,202500.0
202503,01037,"coosa, al",21,64.0,4,0,4.0,8.0,1941.0,27,267450.0
